Name,Pokemon Number,Stat Total,HP,Attack,Defense,Sp.Atk,Sp.Def,Speed,Mega,First Type,Second Type,Species,First Ability,Second Ability,Hidden Ability,Generation,Egg Group 1,Egg Group 2,Is Sub Legendary,Is Legendary,Is Mythical
Kirlia,281,278,38,35,35,65,55,50,False,Psychic,Fairy,Emotion Pokémon,Synchronize,Trace,Telepathy,Generation 3,Amorphous,Human-Like,False,False,False
Gardevoir,282,518,68,65,65,125,115,80,False,Psychic,Fairy,Embrace Pokémon,Synchronize,Trace,Telepathy,Generation 3,Amorphous,Human-Like,False,False,False
Gardevoir(Mega Gardevoir),282,618,68,85,65,165,135,100,True,Psychic,Fairy,Embrace Pokémon,Pixilate,None,None,Generation 6,Amorphous,Human-Like,False,False,False
Surskit,283,269,40,30,32,50,52,65,False,Bug,Water,Pond Skater Pokémon,Swift Swim,None,Rain Dish,Generation 3,Bug,Water 1,False,False,False
Masquerain,284,454,70,60,62,100,82,80,False,Bug,Flying,Eyeball Pokémon,Intimidate,None,Unnerve,Generation 3,Bug,Water 1,False,False,False
Shroomish,285,295,60,40,60,40,60,35,False,Grass,None,Mushroom Pokémon,Effect Spore,Poison Heal,Quick Feet,Generation 3,Fairy,Grass,False,False,False
Breloom,286,460,60,130,80,60,60,70,False,Grass,Fighting,Mushroom Pokémon,Effect Spore,Poison Heal,Technician,Generation 3,Fairy,Grass,False,False,False
Slakoth,287,280,60,60,60,35,35,30,False,Normal,None,Slacker Pokémon,Truant,None,None,Generation 3,Field,None,False,False,False
Vigoroth,288,440,80,80,80,55,55,90,False,Normal,None,Wild Monkey Pokémon,Vital Spirit,None,None,Generation 3,Field,None,False,False,False
Slaking,289,670,150,160,100,95,65,100,False,Normal,None,Lazy Pokémon,Truant,None,None,Generation 3,Field,None,False,False,False
Nincada,290,266,31,45,90,30,30,40,False,Bug,Ground,Trainee Pokémon,Compound Eyes,None,Run Away,Generation 3,Bug,None,False,False,False
Ninjask,291,456,61,90,45,50,50,160,False,Bug,Flying,Ninja Pokémon,Speed Boost,None,Infiltrator,Generation 3,Bug,None,False,False,False
Shedinja,292,236,1,90,45,30,30,40,False,Bug,Ghost,Shed Pokémon,Wonder Guard,None,None,Generation 3,Mineral,None,False,False,False
Whismur,293,240,64,51,23,51,23,28,False,Normal,None,Whisper Pokémon,Soundproof,None,Rattled,Generation 3,Field,Monster,False,False,False
Loudred,294,360,84,71,43,71,43,48,False,Normal,None,Big Voice Pokémon,Soundproof,None,Scrappy,Generation 3,Field,Monster,False,False,False
Exploud,295,490,104,91,63,91,73,68,False,Normal,None,Loud Noise Pokémon,Soundproof,None,Scrappy,Generation 3,Field,Monster,False,False,False
Makuhita,296,237,72,60,30,20,30,25,False,Fighting,None,Guts Pokémon,Thick Fat,Guts,Sheer Force,Generation 3,Human-Like,None,False,False,False
Hariyama,297,474,144,120,60,40,60,50,False,Fighting,None,Arm Thrust Pokémon,Thick Fat,Guts,Sheer Force,Generation 3,Human-Like,None,False,False,False
Azurill,298,190,50,20,40,20,40,20,False,Normal,Fairy,Polka Dot Pokémon,Thick Fat,Huge Power,Sap Sipper,Generation 3,Undiscovered,None,False,False,False
Nosepass,299,375,30,45,135,45,90,30,False,Rock,None,Compass Pokémon,Sturdy,Magnet Pull,Sand Force,Generation 3,Mineral,None,False,False,False
Skitty,300,260,50,45,45,35,35,50,False,Normal,None,Kitten Pokémon,Cute Charm,Normalize,Wonder Skin,Generation 3,Fairy,Field,False,False,False
Delcatty,301,400,70,65,65,55,55,90,False,Normal,None,Prim Pokémon,Cute Charm,Normalize,Wonder Skin,Generation 3,Fairy,Field,False,False,False
Sableye,302,380,50,75,75,65,65,50,False,Dark,Ghost,Darkness Pokémon,Keen Eye,Stall,Prankster,Generation 3,Human-Like,None,False,False,False
Sableye(Mega Sableye),302,480,50,85,125,85,115,20,True,Dark,Ghost,Darkness Pokémon,Magic Bounce,None,None,Generation 6,Human-Like,None,False,False,False
Mawile,303,380,50,85,85,55,55,50,False,Steel,Fairy,Deceiver Pokémon,Hyper Cutter,Intimidate,Sheer Force,Generation 3,Fairy,Field,False,False,False
Mawile(Mega Mawile),303,480,50,105,125,55,95,50,True,Steel,Fairy,Deceiver Pokémon,Huge Power,None,None,Generation 6,Fairy,Field,False,False,False
Aron,304,330,50,70,100,40,40,30,False,Steel,Rock,Iron Armor Pokémon,Sturdy,Rock Head,Heavy Metal,Generation 3,Monster,None,False,False,False
Lairon,305,430,60,90,140,50,50,40,False,Steel,Rock,Iron Armor Pokémon,Sturdy,Rock Head,Heavy Metal,Generation 3,Monster,None,False,False,False
Aggron,306,530,70,110,180,60,60,50,False,Steel,Rock,Iron Armor Pokémon,Sturdy,Rock Head,Heavy Metal,Generation 3,Monster,None,False,False,False
Aggron(Mega Aggron),306,630,70,140,230,60,80,50,True,Steel,None,Iron Armor Pokémon,Filter,None,None,Generation 6,Monster,None,False,False,False
Meditite,307,280,30,40,55,40,55,60,False,Fighting,Psychic,Meditate Pokémon,Pure Power,None,Telepathy,Generation 3,Human-Like,None,False,False,False
Medicham,308,410,60,60,75,60,75,80,False,Fighting,Psychic,Meditate Pokémon,Pure Power,None,Telepathy,Generation 3,Human-Like,None,False,False,False
Medicham(Mega Medicham),308,510,60,100,85,80,85,100,True,Fighting,Psychic,Meditate Pokémon,Pure Power,None,None,Generation 6,Human-Like,None,False,False,False
Electrike,309,295,40,45,40,65,40,65,False,Electric,None,Lightning Pokémon,Static,Lightning Rod,Minus,Generation 3,Field,None,False,False,False
Manectric,310,475,70,75,60,105,60,105,False,Electric,None,Discharge Pokémon,Static,Lightning Rod,Minus,Generation 3,Field,None,False,False,False
Manectric(Mega Manectric),310,575,70,75,80,135,80,135,True,Electric,None,Discharge Pokémon,Intimidate,None,None,Generation 6,Field,None,False,False,False
Plusle,311,405,60,50,40,85,75,95,False,Electric,None,Cheering Pokémon,Plus,None,Lightning Rod,Generation 3,Fairy,None,False,False,False
Minun,312,405,60,40,50,75,85,95,False,Electric,None,Cheering Pokémon,Minus,None,Volt Absorb,Generation 3,Fairy,None,False,False,False
Volbeat,313,430,65,73,75,47,85,85,False,Bug,None,Firefly Pokémon,Illuminate,Swarm,Prankster,Generation 3,Bug,Human-Like,False,False,False
Illumise,314,430,65,47,75,73,85,85,False,Bug,None,Firefly Pokémon,Oblivious,Tinted Lens,Prankster,Generation 3,Bug,Human-Like,False,False,False
Roselia,315,400,50,60,45,100,80,65,False,Grass,Poison,Thorn Pokémon,Natural Cure,Poison Point,Leaf Guard,Generation 3,Fairy,Grass,False,False,False
Gulpin,316,302,70,43,53,43,53,40,False,Poison,None,Stomach Pokémon,Liquid Ooze,Sticky Hold,Gluttony,Generation 3,Amorphous,None,False,False,False
Swalot,317,467,100,73,83,73,83,55,False,Poison,None,Poison Bag Pokémon,Liquid Ooze,Sticky Hold,Gluttony,Generation 3,Amorphous,None,False,False,False
Carvanha,318,305,45,90,20,65,20,65,False,Water,Dark,Savage Pokémon,Rough Skin,None,Speed Boost,Generation 3,Water 2,None,False,False,False
Sharpedo,319,460,70,120,40,95,40,95,False,Water,Dark,Brutal Pokémon,Rough Skin,None,Speed Boost,Generation 3,Water 2,None,False,False,False
Sharpedo(Mega Sharpedo),319,560,70,140,70,110,65,105,True,Water,Dark,Brutal Pokémon,Strong Jaw,None,None,Generation 6,Water 2,None,False,False,False
Wailmer,320,400,130,70,35,70,35,60,False,Water,None,Ball Whale Pokémon,Water Veil,Oblivious,Pressure,Generation 3,Field,Water 2,False,False,False
Wailord,321,500,170,90,45,90,45,60,False,Water,None,Float Whale Pokémon,Water Veil,Oblivious,Pressure,Generation 3,Field,Water 2,False,False,False
Numel,322,305,60,60,40,65,45,35,False,Fire,Ground,Numb Pokémon,Oblivious,Simple,Own Tempo,Generation 3,Field,None,False,False,False
Camerupt,323,460,70,100,70,105,75,40,False,Fire,Ground,Eruption Pokémon,Magma Armor,Solid Rock,Anger Point,Generation 3,Field,None,False,False,False
Camerupt(Mega Camerupt),323,560,70,120,100,145,105,20,True,Fire,Ground,Eruption Pokémon,Sheer Force,None,None,Generation 6,Field,None,False,False,False
Torkoal,324,470,70,85,140,85,70,20,False,Fire,None,Coal Pokémon,White Smoke,Drought,Shell Armor,Generation 3,Field,None,False,False,False
Spoink,325,330,60,25,35,70,80,60,False,Psychic,None,Bounce Pokémon,Thick Fat,Own Tempo,Gluttony,Generation 3,Field,None,False,False,False
Grumpig,326,470,80,45,65,90,110,80,False,Psychic,None,Manipulate Pokémon,Thick Fat,Own Tempo,Gluttony,Generation 3,Field,None,False,False,False
Spinda,327,360,60,60,60,60,60,60,False,Normal,None,Spot Panda Pokémon,Own Tempo,Tangled Feet,Contrary,Generation 3,Field,Human-Like,False,False,False
Trapinch,328,290,45,100,45,45,45,10,False,Ground,None,Ant Pit Pokémon,Hyper Cutter,Arena Trap,Sheer Force,Generation 3,Bug,Dragon,False,False,False
Vibrava,329,340,50,70,50,50,50,70,False,Ground,Dragon,Vibration Pokémon,Levitate,None,None,Generation 3,Bug,Dragon,False,False,False
Flygon,330,520,80,100,80,80,80,100,False,Ground,Dragon,Mystic Pokémon,Levitate,None,None,Generation 3,Bug,Dragon,False,False,False
Cacnea,331,335,50,85,40,85,40,35,False,Grass,None,Cactus Pokémon,Sand Veil,None,Water Absorb,Generation 3,Grass,Human-Like,False,False,False
Cacturne,332,475,70,115,60,115,60,55,False,Grass,Dark,Scarecrow Pokémon,Sand Veil,None,Water Absorb,Generation 3,Grass,Human-Like,False,False,False
Swablu,333,310,45,40,60,40,75,50,False,Normal,Flying,Cotton Bird Pokémon,Natural Cure,None,Cloud Nine,Generation 3,Dragon,Flying,False,False,False
Altaria,334,490,75,70,90,70,105,80,False,Dragon,Flying,Humming Pokémon,Natural Cure,None,Cloud Nine,Generation 3,Dragon,Flying,False,False,False
Altaria(Mega Altaria),334,590,75,110,110,110,105,80,True,Dragon,Fairy,Humming Pokémon,Pixilate,None,None,Generation 6,Dragon,Flying,False,False,False
Zangoose,335,458,73,115,60,60,60,90,False,Normal,None,Cat Ferret Pokémon,Immunity,None,Toxic Boost,Generation 3,Field,None,False,False,False
Seviper,336,458,73,100,60,100,60,65,False,Poison,None,Fang Snake Pokémon,Shed Skin,None,Infiltrator,Generation 3,Dragon,Field,False,False,False
Lunatone,337,460,90,55,65,95,85,70,False,Rock,Psychic,Meteorite Pokémon,Levitate,None,None,Generation 3,Mineral,None,False,False,False
Solrock,338,460,90,95,85,55,65,70,False,Rock,Psychic,Meteorite Pokémon,Levitate,None,None,Generation 3,Mineral,None,False,False,False
Barboach,339,288,50,48,43,46,41,60,False,Water,Ground,Whiskers Pokémon,Oblivious,Anticipation,Hydration,Generation 3,Water 2,None,False,False,False
Whiscash,340,468,110,78,73,76,71,60,False,Water,Ground,Whiskers Pokémon,Oblivious,Anticipation,Hydration,Generation 3,Water 2,None,False,False,False
Corphish,341,308,43,80,65,50,35,35,False,Water,None,Ruffian Pokémon,Hyper Cutter,Shell Armor,Adaptability,Generation 3,Water 1,Water 3,False,False,False
Crawdaunt,342,468,63,120,85,90,55,55,False,Water,Dark,Rogue Pokémon,Hyper Cutter,Shell Armor,Adaptability,Generation 3,Water 1,Water 3,False,False,False
Baltoy,343,300,40,40,55,40,70,55,False,Ground,Psychic,Clay Doll Pokémon,Levitate,None,None,Generation 3,Mineral,None,False,False,False
Claydol,344,500,60,70,105,70,120,75,False,Ground,Psychic,Clay Doll Pokémon,Levitate,None,None,Generation 3,Mineral,None,False,False,False
Lileep,345,355,66,41,77,61,87,23,False,Rock,Grass,Sea Lily Pokémon,Suction Cups,None,Storm Drain,Generation 3,Water 3,None,False,False,False
Cradily,346,495,86,81,97,81,107,43,False,Rock,Grass,Barnacle Pokémon,Suction Cups,None,Storm Drain,Generation 3,Water 3,None,False,False,False
Anorith,347,355,45,95,50,40,50,75,False,Rock,Bug,Old Shrimp Pokémon,Battle Armor,None,Swift Swim,Generation 3,Water 3,None,False,False,False
Armaldo,348,495,75,125,100,70,80,45,False,Rock,Bug,Plate Pokémon,Battle Armor,None,Swift Swim,Generation 3,Water 3,None,False,False,False
Feebas,349,200,20,15,20,10,55,80,False,Water,None,Fish Pokémon,Swift Swim,Oblivious,Adaptability,Generation 3,Dragon,Water 1,False,False,False
Milotic,350,540,95,60,79,100,125,81,False,Water,None,Tender Pokémon,Marvel Scale,Competitive,Cute Charm,Generation 3,Dragon,Water 1,False,False,False
Castform,351,420,70,70,70,70,70,70,False,Normal,None,Weather Pokémon,Forecast,None,None,Generation 3,Amorphous,Fairy,False,False,False
Castform(Sunny Form),351,420,70,70,70,70,70,70,False,Fire,None,Weather Pokémon,Forecast,None,None,Generation 3,Amorphous,Fairy,False,False,False
Castform(Rainy Form),351,420,70,70,70,70,70,70,False,Water,None,Weather Pokémon,Forecast,None,None,Generation 3,Amorphous,Fairy,False,False,False
Castform(Snowy Form),351,420,70,70,70,70,70,70,False,Ice,None,Weather Pokémon,Forecast,None,None,Generation 3,Amorphous,Fairy,False,False,False
Kecleon,352,440,60,90,70,60,120,40,False,Normal,None,Color Swap Pokémon,Color Change,None,Protean,Generation 3,Field,None,False,False,False
Shuppet,353,295,44,75,35,63,33,45,False,Ghost,None,Puppet Pokémon,Insomnia,Frisk,Cursed Body,Generation 3,Amorphous,None,False,False,False
Banette,354,455,64,115,65,83,63,65,False,Ghost,None,Marionette Pokémon,Insomnia,Frisk,Cursed Body,Generation 3,Amorphous,None,False,False,False
Banette(Mega Banette),354,555,64,165,75,93,83,75,True,Ghost,None,Marionette Pokémon,Prankster,None,None,Generation 6,Amorphous,None,False,False,False
Duskull,355,295,20,40,90,30,90,25,False,Ghost,None,Requiem Pokémon,Levitate,None,Frisk,Generation 3,Amorphous,None,False,False,False
Dusclops,356,455,40,70,130,60,130,25,False,Ghost,None,Beckon Pokémon,Pressure,None,Frisk,Generation 3,Amorphous,None,False,False,False
Tropius,357,460,99,68,83,72,87,51,False,Grass,Flying,Fruit Pokémon,Chlorophyll,Solar Power,Harvest,Generation 3,Grass,Monster,False,False,False
Chimecho,358,455,75,50,80,95,90,65,False,Psychic,None,Wind Chime Pokémon,Levitate,None,None,Generation 3,Amorphous,None,False,False,False
Absol,359,465,65,130,60,75,60,75,False,Dark,None,Disaster Pokémon,Pressure,Super Luck,Justified,Generation 3,Field,None,False,False,False
Absol(Mega Absol),359,565,65,150,60,115,60,115,True,Dark,None,Disaster Pokémon,Magic Bounce,None,None,Generation 6,Field,None,False,False,False
Wynaut,360,260,95,23,48,23,48,23,False,Psychic,None,Bright Pokémon,Shadow Tag,None,Telepathy,Generation 3,Undiscovered,None,False,False,False
Snorunt,361,300,50,50,50,50,50,50,False,Ice,None,Snow Hat Pokémon,Inner Focus,Ice Body,Moody,Generation 3,Fairy,Mineral,False,False,False
Glalie,362,480,80,80,80,80,80,80,False,Ice,None,Face Pokémon,Inner Focus,Ice Body,Moody,Generation 3,Fairy,Mineral,False,False,False
Glalie(Mega Glalie),362,580,80,120,80,120,80,100,True,Ice,None,Face Pokémon,Refrigerate,None,None,Generation 6,Fairy,Mineral,False,False,False
Spheal,363,290,70,40,50,55,50,25,False,Ice,Water,Clap Pokémon,Thick Fat,Ice Body,Oblivious,Generation 3,Field,Water 1,False,False,False
Sealeo,364,410,90,60,70,75,70,45,False,Ice,Water,Ball Roll Pokémon,Thick Fat,Ice Body,Oblivious,Generation 3,Field,Water 1,False,False,False
Walrein,365,530,110,80,90,95,90,65,False,Ice,Water,Ice Break Pokémon,Thick Fat,Ice Body,Oblivious,Generation 3,Field,Water 1,False,False,False
Clamperl,366,345,35,64,85,74,55,32,False,Water,None,Bivalve Pokémon,Shell Armor,None,Rattled,Generation 3,Water 1,None,False,False,False
Huntail,367,485,55,104,105,94,75,52,False,Water,None,Deep Sea Pokémon,Swift Swim,None,Water Veil,Generation 3,Water 1,None,False,False,False
Gorebyss,368,485,55,84,105,114,75,52,False,Water,None,South Sea Pokémon,Swift Swim,None,Hydration,Generation 3,Water 1,None,False,False,False
Relicanth,369,485,100,90,130,45,65,55,False,Water,Rock,Longevity Pokémon,Swift Swim,Rock Head,Sturdy,Generation 3,Water 1,Water 2,False,False,False
Luvdisc,370,330,43,30,55,40,65,97,False,Water,None,Rendezvous Pokémon,Swift Swim,None,Hydration,Generation 3,Water 2,None,False,False,False
Bagon,371,300,45,75,60,40,30,50,False,Dragon,None,Rock Head Pokémon,Rock Head,None,Sheer Force,Generation 3,Dragon,None,False,False,False
Shelgon,372,420,65,95,100,60,50,50,False,Dragon,None,Endurance Pokémon,Rock Head,None,Overcoat,Generation 3,Dragon,None,False,False,False
Salamence,373,600,95,135,80,110,80,100,False,Dragon,Flying,Dragon Pokémon,Intimidate,None,Moxie,Generation 3,Dragon,None,False,False,False
Salamence(Mega Salamence),373,700,95,145,130,120,90,120,True,Dragon,Flying,Dragon Pokémon,Aerilate,None,None,Generation 6,Dragon,None,False,False,False
Beldum,374,300,40,55,80,35,60,30,False,Steel,Psychic,Iron Ball Pokémon,Clear Body,None,Light Metal,Generation 3,Mineral,None,False,False,False
Metang,375,420,60,75,100,55,80,50,False,Steel,Psychic,Iron Claw Pokémon,Clear Body,None,Light Metal,Generation 3,Mineral,None,False,False,False
Metagross,376,600,80,135,130,95,90,70,False,Steel,Psychic,Iron Leg Pokémon,Clear Body,None,Light Metal,Generation 3,Mineral,None,False,False,False
Metagross(Mega Metagross),376,700,80,145,150,105,110,110,True,Steel,Psychic,Iron Leg Pokémon,Tough Claws,None,None,Generation 6,Mineral,None,False,False,False
Regirock,377,580,80,100,200,50,100,50,False,Rock,None,Rock Peak Pokémon,Clear Body,None,Sturdy,Generation 3,Undiscovered,None,True,False,False
Regice,378,580,80,50,100,100,200,50,False,Ice,None,Iceberg Pokémon,Clear Body,None,Ice Body,Generation 3,Undiscovered,None,True,False,False
Registeel,379,580,80,75,150,75,150,50,False,Steel,None,Iron Pokémon,Clear Body,None,Light Metal,Generation 3,Undiscovered,None,True,False,False
Latias,380,600,80,80,90,110,130,110,False,Dragon,Psychic,Eon Pokémon,Levitate,None,None,Generation 3,Undiscovered,None,True,False,False
Latias(Mega Latias),380,700,80,100,120,140,150,110,True,Dragon,Psychic,Eon Pokémon,Levitate,None,None,Generation 6,Undiscovered,None,True,False,False
Latios,381,600,80,90,80,130,110,110,False,Dragon,Psychic,Eon Pokémon,Levitate,None,None,Generation 3,Undiscovered,None,True,False,False
Latios(Mega Latios),381,700,80,130,100,160,120,110,True,Dragon,Psychic,Eon Pokémon,Levitate,None,None,Generation 6,Undiscovered,None,True,False,False
Kyogre,382,670,100,100,90,150,140,90,False,Water,None,Sea Basin Pokémon,Drizzle,None,None,Generation 3,Undiscovered,None,False,True,False
Kyogre(Primal Kyogre),382,770,100,150,90,180,160,90,False,Water,None,Sea Basin Pokémon,Primordial Sea,None,None,Generation 3,Undiscovered,None,False,True,False
Groudon,383,670,100,150,140,100,90,90,False,Ground,None,Continent Pokémon,Drought,None,None,Generation 3,Undiscovered,None,False,True,False
Groudon(Primal Groudon),383,770,100,180,160,150,90,90,False,Ground,Fire,Continent Pokémon,Desolate Land,None,None,Generation 3,Undiscovered,None,False,True,False
Rayquaza,384,680,105,150,90,150,90,95,False,Dragon,Flying,Sky High Pokémon,Air Lock,None,None,Generation 3,Undiscovered,None,False,True,False
Rayquaza(Mega Rayquaza),384,780,105,180,100,180,100,115,True,Dragon,Flying,Sky High Pokémon,Delta Stream,None,None,Generation 6,Undiscovered,None,False,True,False
Jirachi,385,600,100,100,100,100,100,100,False,Steel,Psychic,Wish Pokémon,Serene Grace,None,None,Generation 3,Undiscovered,None,False,False,True
Deoxys,386,600,50,150,50,150,50,150,False,Psychic,None,DNA Pokémon,Pressure,None,None,Generation 3,Undiscovered,None,False,False,True
Deoxys(Attack Forme),386,600,50,180,20,180,20,150,False,Psychic,None,DNA Pokémon,Pressure,None,None,Generation 3,Undiscovered,None,False,False,True
Deoxys(Defense Forme),386,600,50,70,160,70,160,90,False,Psychic,None,DNA Pokémon,Pressure,None,None,Generation 3,Undiscovered,None,False,False,True
Deoxys(Speed Forme),386,600,50,95,90,95,90,180,False,Psychic,None,DNA Pokémon,Pressure,None,None,Generation 3,Undiscovered,None,False,False,True
Turtwig,387,318,55,68,64,45,55,31,False,Grass,None,Tiny Leaf Pokémon,Overgrow,None,Shell Armor,Generation 4,Grass,Monster,False,False,False
Grotle,388,405,75,89,85,55,65,36,False,Grass,None,Grove Pokémon,Overgrow,None,Shell Armor,Generation 4,Grass,Monster,False,False,False
Torterra,389,525,95,109,105,75,85,56,False,Grass,Ground,Continent Pokémon,Overgrow,None,Shell Armor,Generation 4,Grass,Monster,False,False,False
Chimchar,390,309,44,58,44,58,44,61,False,Fire,None,Chimp Pokémon,Blaze,None,Iron Fist,Generation 4,Field,Human-Like,False,False,False
Monferno,391,405,64,78,52,78,52,81,False,Fire,Fighting,Playful Pokémon,Blaze,None,Iron Fist,Generation 4,Field,Human-Like,False,False,False
Infernape,392,534,76,104,71,104,71,108,False,Fire,Fighting,Flame Pokémon,Blaze,None,Iron Fist,Generation 4,Field,Human-Like,False,False,False
Piplup,393,314,53,51,53,61,56,40,False,Water,None,Penguin Pokémon,Torrent,None,Defiant,Generation 4,Field,Water 1,False,False,False
Prinplup,394,405,64,66,68,81,76,50,False,Water,None,Penguin Pokémon,Torrent,None,Defiant,Generation 4,Field,Water 1,False,False,False
Empoleon,395,530,84,86,88,111,101,60,False,Water,Steel,Emperor Pokémon,Torrent,None,Defiant,Generation 4,Field,Water 1,False,False,False
Starly,396,245,40,55,30,30,30,60,False,Normal,Flying,Starling Pokémon,Keen Eye,None,Reckless,Generation 4,Flying,None,False,False,False
Staravia,397,340,55,75,50,40,40,80,False,Normal,Flying,Starling Pokémon,Intimidate,None,Reckless,Generation 4,Flying,None,False,False,False
Staraptor,398,485,85,120,70,50,60,100,False,Normal,Flying,Predator Pokémon,Intimidate,None,Reckless,Generation 4,Flying,None,False,False,False
Bidoof,399,250,59,45,40,35,40,31,False,Normal,None,Plump Mouse Pokémon,Simple,Unaware,Moody,Generation 4,Field,Water 1,False,False,False
Bibarel,400,410,79,85,60,55,60,71,False,Normal,Water,Beaver Pokémon,Simple,Unaware,Moody,Generation 4,Field,Water 1,False,False,False
Kricketot,401,194,37,25,41,25,41,25,False,Bug,None,Cricket Pokémon,Shed Skin,None,Run Away,Generation 4,Bug,None,False,False,False
Kricketune,402,384,77,85,51,55,51,65,False,Bug,None,Cricket Pokémon,Swarm,None,Technician,Generation 4,Bug,None,False,False,False
Shinx,403,263,45,65,34,40,34,45,False,Electric,None,Flash Pokémon,Rivalry,Intimidate,Guts,Generation 4,Field,None,False,False,False
Luxio,404,363,60,85,49,60,49,60,False,Electric,None,Spark Pokémon,Rivalry,Intimidate,Guts,Generation 4,Field,None,False,False,False
Luxray,405,523,80,120,79,95,79,70,False,Electric,None,Gleam Eyes Pokémon,Rivalry,Intimidate,Guts,Generation 4,Field,None,False,False,False
Budew,406,280,40,30,35,50,70,55,False,Grass,Poison,Bud Pokémon,Natural Cure,Poison Point,Leaf Guard,Generation 4,Undiscovered,None,False,False,False
Roserade,407,515,60,70,65,125,105,90,False,Grass,Poison,Bouquet Pokémon,Natural Cure,Poison Point,Technician,Generation 4,Fairy,Grass,False,False,False
Cranidos,408,350,67,125,40,30,30,58,False,Rock,None,Head Butt Pokémon,Mold Breaker,None,Sheer Force,Generation 4,Monster,None,False,False,False
Rampardos,409,495,97,165,60,65,50,58,False,Rock,None,Head Butt Pokémon,Mold Breaker,None,Sheer Force,Generation 4,Monster,None,False,False,False
Shieldon,410,350,30,42,118,42,88,30,False,Rock,Steel,Shield Pokémon,Sturdy,None,Soundproof,Generation 4,Monster,None,False,False,False
Bastiodon,411,495,60,52,168,47,138,30,False,Rock,Steel,Shield Pokémon,Sturdy,None,Soundproof,Generation 4,Monster,None,False,False,False
Burmy,412,224,40,29,45,29,45,36,False,Bug,None,Bagworm Pokémon,Shed Skin,None,Overcoat,Generation 4,Bug,None,False,False,False
Burmy(Sandy Cloak),412,224,40,29,45,29,45,36,False,Bug,None,Bagworm Pokémon,Shed Skin,None,Overcoat,Generation 4,Bug,None,False,False,False
Burmy(Trash Cloak),412,224,40,29,45,29,45,36,False,Bug,None,Bagworm Pokémon,Shed Skin,None,Overcoat,Generation 4,Bug,None,False,False,False
Wormadam,413,424,60,59,85,79,105,36,False,Bug,Grass,Bagworm Pokémon,Anticipation,None,Overcoat,Generation 4,Bug,None,False,False,False
Wormadam(Sandy Cloak),413,424,60,79,105,59,85,36,False,Bug,Ground,Bagworm Pokémon,Anticipation,None,Overcoat,Generation 4,Bug,None,False,False,False
Wormadam(Trash Cloak),413,424,60,69,95,69,95,36,False,Bug,Steel,Bagworm Pokémon,Anticipation,None,Overcoat,Generation 4,Bug,None,False,False,False
Mothim,414,424,70,94,50,94,50,66,False,Bug,Flying,Moth Pokémon,Swarm,None,Tinted Lens,Generation 4,Bug,None,False,False,False
Combee,415,244,30,30,42,30,42,70,False,Bug,Flying,Tiny Bee Pokémon,Honey Gather,None,Hustle,Generation 4,Bug,None,False,False,False
Vespiquen,416,474,70,80,102,80,102,40,False,Bug,Flying,Beehive Pokémon,Pressure,None,Unnerve,Generation 4,Bug,None,False,False,False
Pachirisu,417,405,60,45,70,45,90,95,False,Electric,None,EleSquirrel Pokémon,Run Away,Pickup,Volt Absorb,Generation 4,Fairy,Field,False,False,False
Buizel,418,330,55,65,35,60,30,85,False,Water,None,Sea Weasel Pokémon,Swift Swim,None,Water Veil,Generation 4,Field,Water 1,False,False,False
Floatzel,419,495,85,105,55,85,50,115,False,Water,None,Sea Weasel Pokémon,Swift Swim,None,Water Veil,Generation 4,Field,Water 1,False,False,False
Cherubi,420,275,45,35,45,62,53,35,False,Grass,None,Cherry Pokémon,Chlorophyll,None,None,Generation 4,Fairy,Grass,False,False,False
Cherrim,421,450,70,60,70,87,78,85,False,Grass,None,Blossom Pokémon,Flower Gift,None,None,Generation 4,Fairy,Grass,False,False,False
Shellos,422,325,76,48,48,57,62,34,False,Water,None,Sea Slug Pokémon,Sticky Hold,Storm Drain,Sand Force,Generation 4,Amorphous,Water 1,False,False,False
Gastrodon,423,475,111,83,68,92,82,39,False,Water,Ground,Sea Slug Pokémon,Sticky Hold,Storm Drain,Sand Force,Generation 4,Amorphous,Water 1,False,False,False
Ambipom,424,482,75,100,66,60,66,115,False,Normal,None,Long Tail Pokémon,Technician,Pickup,Skill Link,Generation 4,Field,None,False,False,False
Drifloon,425,348,90,50,34,60,44,70,False,Ghost,Flying,Balloon Pokémon,Aftermath,Unburden,Flare Boost,Generation 4,Amorphous,None,False,False,False
Drifblim,426,498,150,80,44,90,54,80,False,Ghost,Flying,Blimp Pokémon,Aftermath,Unburden,Flare Boost,Generation 4,Amorphous,None,False,False,False
Buneary,427,350,55,66,44,44,56,85,False,Normal,None,Rabbit Pokémon,Run Away,Klutz,Limber,Generation 4,Field,Human-Like,False,False,False
Lopunny,428,480,65,76,84,54,96,105,False,Normal,None,Rabbit Pokémon,Cute Charm,Klutz,Limber,Generation 4,Field,Human-Like,False,False,False
Lopunny(Mega Lopunny),428,580,65,136,94,54,96,135,True,Normal,Fighting,Rabbit Pokémon,Scrappy,None,None,Generation 6,Field,Human-Like,False,False,False
Mismagius,429,495,60,60,60,105,105,105,False,Ghost,None,Magical Pokémon,Levitate,None,None,Generation 4,Amorphous,None,False,False,False
Honchkrow,430,505,100,125,52,105,52,71,False,Dark,Flying,Big Boss Pokémon,Insomnia,Super Luck,Moxie,Generation 4,Flying,None,False,False,False
